id_propiedad,ciudad,barrio_distrito,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion,rango_m2,precio_m2
2551,Barcelona,Ciutat Vella,Venta,Piso,289478.0,54.6,2.0,1.0,Buen estado,1969-01-01,8,True,True,False,False,False,8.33,2025-04-01,40-80,5301.79
2552,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,422438.0,116.2,3.0,2.0,Buen estado,1998-01-01,5,True,True,True,False,False,,2024-11-01,80-120,3635.44
2553,Barcelona,Ciutat Vella,Alquiler,Piso,430592.0,89.9,3.0,2.0,Buen estado,1995-01-01,1,False,False,True,False,False,4.18,2024-12-12,80-120,4789.68
2554,Barcelona,Sants-Montjuïc,Alquiler,Piso,500304.0,120.3,4.0,2.0,Buen estado,2003-01-01,3,True,False,False,False,False,8.53,2024-12-28,120-160,4158.8
2555,Barcelona,Sants-Montjuïc,Alquiler,Piso,365182.0,76.7,2.0,1.0,Buen estado,1994-01-01,4,True,False,False,False,False,5.99,2024-11-27,40-80,4761.17
2556,Barcelona,Sants-Montjuïc,Venta,Piso,289685.0,81.3,3.0,2.0,Buen estado,1971-01-01,6,True,False,False,True,True,4.8,2025-03-29,80-120,3563.16
2557,Barcelona,Gràcia,Alquiler,Piso,294330.0,63.3,2.0,1.0,Buen estado,1979-01-01,4,True,True,False,True,True,3.95,2024-11-26,40-80,4649.76
2558,Barcelona,Sants-Montjuïc,Alquiler,Piso,573604.0,127.9,4.0,2.0,Buen estado,1974-01-01,7,True,True,False,True,False,5.49,2025-03-06,120-160,4484.78
2559,Barcelona,Sarrià-Sant Gervasi,Venta,Ático,376689.0,84.7,3.0,2.0,Reformado,1990-01-01,Ático,True,False,False,False,False,4.82,2024-12-11,80-120,4447.33
2560,Barcelona,Gràcia,Venta,Ático,278413.0,62.1,2.0,1.0,Buen estado,1977-01-01,Ático,False,True,False,True,False,4.81,2025-02-13,40-80,4483.3
2561,Barcelona,Sants-Montjuïc,Venta,Piso,,78.2,2.0,1.0,Buen estado,1989-01-01,9,True,True,True,False,True,1.54,,40-80,
2562,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,340689.0,79.9,2.0,1.0,Buen estado,2001-01-01,1,False,False,True,False,False,4.71,2025-01-13,40-80,4263.94
2563,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,373868.0,77.2,2.0,1.0,Buen estado,1966-01-01,4,True,False,True,True,False,5.7,2025-02-12,40-80,4842.85
2564,Barcelona,Ciutat Vella,Alquiler,Piso,444956.0,91.1,3.0,2.0,Obra nueva,2022-01-01,9,True,True,False,True,False,3.33,2025-01-24,80-120,4884.26
2565,Barcelona,Gràcia,Venta,Piso,478119.0,96.4,3.0,2.0,Buen estado,1999-01-01,7,True,False,True,False,False,,2025-03-10,80-120,4959.74
2566,Barcelona,Eixample,Venta,Piso,318729.0,70.0,2.0,1.0,Buen estado,1988-01-01,2,True,False,False,False,True,6.71,2024-11-09,40-80,4553.27
2567,Barcelona,Sants-Montjuïc,Alquiler,Piso,252748.0,53.3,2.0,1.0,Buen estado,1985-01-01,1,False,True,False,True,False,6.14,2024-12-19,40-80,4741.99
2568,Barcelona,Eixample,Venta,Ático,178955.0,36.8,0.0,1.0,Obra nueva,2023-01-01,Ático,False,False,False,True,False,4.33,2025-01-25,0-40,4862.91
2569,Barcelona,Gràcia,Venta,Sin_clasificar,,,2.0,1.0,Buen estado,1978-01-01,1,True,False,True,False,False,,2025-01-03,,
2570,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,205504.0,51.0,2.0,1.0,Buen estado,1994-01-01,3,False,False,True,False,False,3.65,2025-03-16,40-80,4029.49
2571,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,376694.0,76.4,2.0,1.0,Buen estado,2002-01-01,3,True,False,False,True,True,5.7,2024-11-16,40-80,4930.55
2572,Barcelona,Eixample,Venta,Piso,275597.0,64.7,2.0,1.0,Buen estado,2014-01-01,6,False,False,False,True,False,2.22,2024-11-30,40-80,4259.61
2573,Barcelona,Sarrià-Sant Gervasi,Venta,Estudio,151561.0,34.8,0.0,1.0,Buen estado,1976-01-01,9,True,True,False,True,True,3.84,2024-12-17,0-40,4355.2
2574,Barcelona,Ciutat Vella,Venta,Piso,379588.0,88.0,3.0,2.0,Buen estado,1987-01-01,3,True,False,True,False,True,1.08,2025-02-03,80-120,4313.5
2575,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,344208.0,82.1,3.0,2.0,Buen estado,1973-01-01,1,True,False,False,False,False,5.88,2024-10-09,80-120,4192.55
2576,Barcelona,Gràcia,Venta,Piso,367979.0,102.1,3.0,2.0,Reformado,1976-01-01,6,False,True,False,False,False,5.02,2025-01-31,80-120,3604.1
2577,Barcelona,Gràcia,Venta,Piso,386241.0,84.9,3.0,2.0,Buen estado,2011-01-01,7,False,False,False,False,True,5.45,2025-01-30,80-120,4549.36
2578,Barcelona,Gràcia,Alquiler,Piso,439621.0,103.8,3.0,2.0,Buen estado,1994-01-01,6,True,True,True,False,False,8.57,2024-10-14,80-120,4235.27
2579,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,424774.0,99.9,3.0,2.0,Buen estado,1978-01-01,6,True,True,False,False,True,3.54,2025-02-20,80-120,4251.99
2580,Barcelona,Sants-Montjuïc,Venta,Piso,452421.0,90.1,3.0,2.0,Buen estado,1972-01-01,7,True,True,False,True,False,5.96,2025-03-13,80-120,5021.32
2581,Barcelona,Gràcia,Venta,Ático,304155.0,79.5,2.0,1.0,Buen estado,1994-01-01,Ático,True,False,True,False,True,3.67,2025-01-13,40-80,3825.85
2582,Barcelona,Gràcia,Alquiler,Piso,211082.0,46.3,2.0,1.0,Buen estado,1959-01-01,6,True,False,False,False,True,7.39,2024-12-18,40-80,4559.01
2583,Barcelona,Gràcia,Alquiler,Piso,440643.0,92.5,3.0,2.0,Buen estado,1983-01-01,7,True,True,False,False,False,5.2,2024-10-15,80-120,4763.71
2584,Barcelona,Sarrià-Sant Gervasi,Venta,Sin_clasificar,,,1.0,2.0,Buen estado,1972-01-01,Bajo,False,False,False,True,True,5.29,2025-01-16,,
2585,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,460064.0,77.4,2.0,1.0,Buen estado,1980-01-01,7,True,True,False,False,True,6.92,2025-01-25,40-80,5943.98
2586,Barcelona,Eixample,Venta,Piso,257030.0,56.4,2.0,1.0,Buen estado,1985-01-01,4,False,False,True,False,False,3.83,2025-02-08,40-80,4557.27
2587,Barcelona,Gràcia,Venta,Piso,437033.0,102.6,3.0,2.0,Buen estado,1959-01-01,9,False,False,False,False,False,7.91,2025-02-21,80-120,4259.58
2588,Barcelona,Gràcia,Alquiler,Piso,374059.0,76.0,2.0,1.0,Buen estado,1977-01-01,3,False,False,False,False,False,6.88,2024-11-01,40-80,4921.83
2589,Barcelona,Gràcia,Venta,Piso,228902.0,62.3,2.0,1.0,Buen estado,1976-01-01,1,True,False,False,False,True,7.63,2025-02-20,40-80,3674.19
2590,Barcelona,Sants-Montjuïc,Venta,Piso,417640.0,104.8,3.0,2.0,Reformado,1966-01-01,4,False,True,True,True,False,5.02,2024-11-25,80-120,3985.11
2591,Barcelona,Gràcia,Venta,Piso,289459.0,66.1,2.0,1.0,Buen estado,1987-01-01,1,False,False,False,True,False,4.61,2025-03-16,40-80,4379.11
2592,Barcelona,Eixample,Venta,Piso,306934.0,70.1,2.0,1.0,Reformado,1988-01-01,2,False,True,False,True,True,3.71,2024-12-21,40-80,4378.52
2593,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,336613.0,81.1,3.0,2.0,Buen estado,1990-01-01,Bajo,False,True,False,False,False,7.1,2024-11-28,80-120,4150.59
2594,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,497524.0,109.2,3.0,2.0,Buen estado,1985-01-01,2,True,False,False,False,False,4.34,2025-02-22,80-120,4556.08
2595,Barcelona,Eixample,Alquiler,Sin_clasificar,,,2.0,1.0,Buen estado,1971-01-01,2,False,True,False,False,True,5.93,2024-11-17,,
2596,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,320258.0,66.1,2.0,1.0,Buen estado,1974-01-01,2,True,False,False,False,False,5.71,2024-12-17,40-80,4845.05
2597,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,317173.0,64.4,2.0,1.0,Reformado,1974-01-01,6,False,False,True,True,False,4.67,2024-11-12,40-80,4925.05
2598,Barcelona,Gràcia,Venta,Piso,290087.0,68.8,2.0,1.0,Buen estado,1978-01-01,9,True,True,True,True,False,4.08,2025-01-11,40-80,4216.38
2599,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,399304.0,101.8,3.0,2.0,Buen estado,1990-01-01,1,False,False,False,False,False,4.14,2024-12-11,80-120,3922.44
2600,Barcelona,Gràcia,Venta,Piso,389694.0,78.9,2.0,1.0,Buen estado,1974-01-01,6,False,False,False,False,False,2.7,2024-11-12,40-80,4939.09
2601,Barcelona,Eixample,Venta,Piso,385898.0,78.5,2.0,1.0,Buen estado,1982-01-01,6,True,False,False,False,False,2.76,2025-02-26,40-80,4915.9
2602,Barcelona,Sarrià-Sant Gervasi,Alquiler,Ático,437569.0,102.1,3.0,2.0,Buen estado,1968-01-01,Ático,True,False,False,True,False,3.9,2025-02-19,80-120,4285.69
2603,Barcelona,Sants-Montjuïc,Alquiler,Piso,231002.0,47.8,2.0,1.0,Obra nueva,2021-01-01,4,False,False,True,True,True,4.52,2025-02-20,40-80,4832.68
2604,Barcelona,Ciutat Vella,Venta,Piso,562222.0,103.4,3.0,2.0,Buen estado,2001-01-01,Bajo,False,True,True,False,False,4.89,2024-11-30,80-120,5437.35
2605,Barcelona,Eixample,Venta,Piso,,94.0,3.0,2.0,Buen estado,1975-01-01,9,True,False,False,False,False,5.03,2025-01-22,80-120,
2606,Barcelona,Ciutat Vella,Venta,Piso,579378.0,133.8,4.0,2.0,Buen estado,1974-01-01,3,True,True,False,True,False,3.43,2024-10-13,120-160,4330.18
2607,Barcelona,Gràcia,Venta,Piso,413302.0,85.8,3.0,2.0,Buen estado,1959-01-01,9,False,False,True,True,True,,2024-11-13,80-120,4817.04
2608,Barcelona,Sants-Montjuïc,Venta,Piso,350412.0,62.8,2.0,1.0,Reformado,2016-01-01,7,True,True,False,True,True,3.74,2024-12-12,40-80,5579.81
2609,Barcelona,Ciutat Vella,Venta,Piso,236166.0,72.4,2.0,1.0,Buen estado,1998-01-01,3,False,False,False,True,False,3.93,2025-02-04,40-80,3261.96
2610,Barcelona,Gràcia,Venta,Ático,352561.0,77.6,2.0,1.0,Reformado,1973-01-01,Ático,True,False,False,False,False,2.95,2024-11-03,40-80,4543.31
2611,Barcelona,Sants-Montjuïc,Venta,Ático,436567.0,115.9,3.0,2.0,Reformado,1977-01-01,Ático,False,False,True,True,False,2.79,2025-01-27,80-120,3766.76
2612,Barcelona,Eixample,Venta,Piso,330442.0,71.2,2.0,1.0,Buen estado,2009-01-01,7,True,False,False,True,False,8.75,2024-10-19,40-80,4641.04
2613,Barcelona,Ciutat Vella,Venta,Piso,390471.0,106.3,3.0,2.0,Buen estado,1985-01-01,8,False,True,False,True,False,4.22,2024-11-20,80-120,3673.29
2614,Barcelona,Eixample,Alquiler,Sin_clasificar,,,1.0,2.0,Obra nueva,2020-01-01,Bajo,True,True,True,True,False,6.56,2024-10-15,,
2615,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,,55.5,2.0,1.0,Buen estado,1978-01-01,6,True,True,True,True,False,2.63,2025-01-02,40-80,
2616,Barcelona,Sarrià-Sant Gervasi,Venta,Sin_clasificar,,,3.0,2.0,Buen estado,1994-01-01,Bajo,True,False,False,False,False,8.05,2025-02-18,,
2617,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,253634.0,52.1,2.0,1.0,Buen estado,1967-01-01,8,True,False,True,False,True,4.9,2024-10-18,40-80,4868.21
2618,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,524306.0,111.3,3.0,2.0,Buen estado,1977-01-01,2,True,False,True,True,True,5.13,2025-01-13,80-120,4710.75
2619,Barcelona,Sants-Montjuïc,Venta,Piso,,81.2,3.0,2.0,Obra nueva,2020-01-01,2,True,False,True,True,True,4.4,2024-11-14,80-120,
2620,Barcelona,Gràcia,Venta,Piso,392706.0,77.5,2.0,1.0,Buen estado,1965-01-01,Bajo,True,False,False,False,True,5.77,2024-10-20,40-80,5067.17
2621,Barcelona,Sants-Montjuïc,Venta,Piso,302464.0,67.7,2.0,1.0,Buen estado,1993-01-01,3,False,False,False,False,True,5.59,2025-01-23,40-80,4467.71
2622,Barcelona,Gràcia,Venta,Piso,140873.0,42.1,2.0,1.0,A reformar,1986-01-01,3,True,True,True,False,True,5.28,,40-80,3346.15
2623,Barcelona,Eixample,Venta,Piso,447699.0,103.8,3.0,2.0,Obra nueva,2018-01-01,3,False,True,False,False,False,3.5,2025-02-05,80-120,4313.09
2624,Barcelona,Gràcia,Alquiler,Piso,200041.0,46.2,2.0,1.0,Buen estado,1985-01-01,7,False,False,False,True,False,5.88,2025-01-04,40-80,4329.89
2625,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,428502.0,94.7,3.0,2.0,Buen estado,2001-01-01,4,True,False,False,True,False,7.47,2025-03-05,80-120,4524.84
2626,Barcelona,Sarrià-Sant Gervasi,Venta,Ático,429076.0,68.9,2.0,1.0,Obra nueva,2023-01-01,Ático,True,True,False,True,True,3.28,2024-12-31,40-80,6227.52
2627,Barcelona,Sarrià-Sant Gervasi,Venta,Ático,290389.0,82.6,3.0,2.0,Obra nueva,2022-01-01,Ático,True,True,True,False,False,2.57,2024-12-19,80-120,3515.61
2628,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,237982.0,52.5,2.0,1.0,Obra nueva,2021-01-01,7,True,True,False,True,True,4.34,2024-12-17,40-80,4532.99
2629,Barcelona,Sants-Montjuïc,Alquiler,Piso,192809.0,43.4,2.0,1.0,A reformar,2000-01-01,6,False,False,False,True,False,6.52,2024-10-22,40-80,4442.6
2630,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,255585.0,55.0,2.0,1.0,Buen estado,2016-01-01,2,True,True,False,False,False,5.25,2025-02-28,40-80,4647.0
2631,Barcelona,Gràcia,Alquiler,Piso,465325.0,93.4,3.0,2.0,A reformar,1996-01-01,7,True,False,False,True,False,4.17,2024-11-17,80-120,4982.07
2632,Barcelona,Eixample,Venta,Piso,447744.0,105.2,3.0,2.0,Buen estado,1963-01-01,6,True,True,False,False,False,5.03,,80-120,4256.12
2633,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,400469.0,88.3,3.0,2.0,Buen estado,1996-01-01,7,False,True,False,False,False,4.0,2025-03-27,80-120,4535.32
2634,Barcelona,Eixample,Alquiler,Piso,401538.0,94.0,3.0,2.0,Buen estado,2008-01-01,6,False,True,False,False,False,6.55,2025-01-27,80-120,4271.68
2635,Barcelona,Gràcia,Venta,Piso,379927.0,92.9,3.0,2.0,Buen estado,1982-01-01,5,False,True,False,True,False,7.46,2024-11-08,80-120,4089.63
2636,Barcelona,Sants-Montjuïc,Venta,Piso,376619.0,84.4,3.0,2.0,Buen estado,1977-01-01,6,False,False,False,False,True,3.58,2025-03-08,80-120,4462.31
2637,Barcelona,Gràcia,Venta,Piso,290116.0,65.0,2.0,1.0,Buen estado,1983-01-01,9,True,False,True,True,False,3.48,2024-11-20,40-80,4463.32
2638,Barcelona,Sants-Montjuïc,Venta,Piso,472754.0,101.6,3.0,2.0,Buen estado,1967-01-01,1,True,False,False,False,True,0.77,2024-11-03,80-120,4653.09
2639,Barcelona,Eixample,Venta,Piso,192951.0,40.2,2.0,1.0,Buen estado,1980-01-01,6,True,False,False,True,False,4.36,2025-02-12,40-80,4799.78
2640,Barcelona,Eixample,Alquiler,Piso,365351.0,92.4,3.0,2.0,Buen estado,2000-01-01,2,False,False,False,False,False,6.47,2024-10-22,80-120,3954.02
2641,Barcelona,Eixample,Venta,Piso,344328.0,78.2,2.0,1.0,Buen estado,1980-01-01,5,False,False,False,True,True,4.27,2025-03-31,40-80,4403.17
2642,Barcelona,Sants-Montjuïc,Venta,Piso,374932.0,94.6,3.0,2.0,Buen estado,2001-01-01,4,False,False,False,False,False,0.82,2025-01-01,80-120,3963.34
2643,Barcelona,Eixample,Venta,Piso,414510.0,100.8,3.0,2.0,A reformar,1963-01-01,9,False,True,True,False,False,6.15,2024-10-09,80-120,4112.2
2644,Barcelona,Gràcia,Alquiler,Sin_clasificar,,,5.0,1.0,Obra nueva,2021-01-01,1,True,True,True,True,True,6.76,2024-12-16,,
2645,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,511943.0,102.9,3.0,2.0,Buen estado,2002-01-01,9,True,True,False,True,True,6.41,2024-12-20,80-120,4975.15
2646,Barcelona,Gràcia,Venta,Ático,290029.0,75.6,2.0,1.0,Buen estado,2015-01-01,Ático,True,False,False,True,True,5.64,2025-04-06,40-80,3836.36
2647,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,346022.0,66.0,2.0,1.0,Buen estado,1960-01-01,Bajo,True,True,True,True,True,3.6,2025-01-17,40-80,5242.76
2648,Barcelona,Sants-Montjuïc,Venta,Piso,398863.0,86.7,3.0,2.0,Obra nueva,2020-01-01,8,True,False,True,True,False,5.0,2024-12-26,80-120,4600.5
2649,Barcelona,Sants-Montjuïc,Venta,Piso,363802.0,68.2,2.0,1.0,Buen estado,1994-01-01,3,True,False,False,True,True,5.49,2024-12-27,40-80,5334.34
2650,Barcelona,Sants-Montjuïc,Venta,Piso,238614.0,58.3,2.0,1.0,Obra nueva,2018-01-01,1,True,True,True,True,False,6.14,2024-10-24,40-80,4092.86
2651,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,417399.0,87.6,3.0,2.0,A reformar,1990-01-01,2,True,False,False,True,False,5.6,2024-11-16,80-120,4764.83
2652,Barcelona,Eixample,Venta,Piso,,70.4,2.0,1.0,Buen estado,2004-01-01,3,True,True,False,True,True,5.39,2025-02-09,40-80,
2653,Barcelona,Ciutat Vella,Venta,Ático,296044.0,56.3,2.0,1.0,Buen estado,2000-01-01,Ático,False,False,False,False,False,4.22,2025-02-27,40-80,5258.33
2654,Barcelona,Sarrià-Sant Gervasi,Venta,Ático,875677.0,105.4,3.0,2.0,Reformado,1981-01-01,Ático,True,True,False,True,False,3.01,2024-10-17,80-120,8308.13
2655,Barcelona,Sants-Montjuïc,Venta,Piso,446687.0,107.9,3.0,2.0,Buen estado,1991-01-01,Bajo,True,True,False,False,False,5.05,2024-12-12,80-120,4139.82
2656,Barcelona,Ciutat Vella,Venta,Piso,426199.0,98.9,3.0,2.0,Buen estado,1975-01-01,6,True,True,True,False,False,3.89,2024-12-30,80-120,4309.39
2657,Barcelona,Ciutat Vella,Venta,Piso,314453.0,75.1,2.0,1.0,A reformar,1983-01-01,6,True,False,False,False,True,4.73,2025-03-26,40-80,4187.12
2658,Barcelona,Sants-Montjuïc,Alquiler,Piso,239831.0,61.5,2.0,1.0,Reformado,1996-01-01,2,False,True,False,True,False,5.46,2024-10-10,40-80,3899.69
2659,Barcelona,Gràcia,Alquiler,Piso,336710.0,80.2,3.0,2.0,Buen estado,2020-01-01,5,True,False,False,False,False,6.8,2024-11-15,80-120,4198.38
2660,Barcelona,Eixample,Alquiler,Piso,252257.0,52.5,2.0,1.0,Buen estado,1968-01-01,4,True,True,False,False,False,5.5,2024-11-29,40-80,4804.9
2661,Barcelona,Gràcia,Venta,Sin_clasificar,,,3.0,2.0,Buen estado,1992-01-01,5,True,False,False,True,False,7.55,2025-03-15,,
2662,Barcelona,Sants-Montjuïc,Venta,Piso,427880.0,88.4,3.0,2.0,Obra nueva,2022-01-01,3,True,True,True,False,False,1.79,2024-12-02,80-120,4840.27
2663,Barcelona,Gràcia,Venta,Piso,589674.0,124.7,4.0,2.0,Obra nueva,2022-01-01,4,True,False,True,True,False,3.48,2025-02-21,120-160,4728.74
2664,Barcelona,Ciutat Vella,Alquiler,Piso,477321.0,92.0,3.0,2.0,Buen estado,1956-01-01,9,False,False,True,False,False,,2024-11-28,80-120,5188.27
2665,Barcelona,Ciutat Vella,Alquiler,Piso,365244.0,85.7,3.0,2.0,Buen estado,1988-01-01,9,True,False,False,True,False,4.08,2025-02-26,80-120,4261.89
2666,Barcelona,Sants-Montjuïc,Venta,Piso,595369.0,113.8,3.0,2.0,Buen estado,1976-01-01,5,False,True,False,True,True,3.45,2024-10-13,80-120,5231.71
2667,Barcelona,Ciutat Vella,Venta,Piso,538570.0,127.4,4.0,2.0,Buen estado,1985-01-01,6,False,True,False,False,False,3.67,2025-02-04,120-160,4227.39
2668,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,275608.0,69.2,2.0,1.0,Obra nueva,2019-01-01,7,True,True,False,True,False,2.5,2024-12-15,40-80,3982.77
2669,Barcelona,Sants-Montjuïc,Alquiler,Piso,373522.0,88.7,3.0,2.0,Obra nueva,2023-01-01,9,True,True,False,False,True,6.76,2024-12-13,80-120,4211.07
2670,Barcelona,Ciutat Vella,Venta,Piso,271099.0,70.5,2.0,1.0,Buen estado,1989-01-01,7,False,True,False,True,True,3.11,2024-12-09,40-80,3845.38
2671,Barcelona,Ciutat Vella,Venta,Piso,490205.0,101.8,3.0,2.0,Buen estado,1988-01-01,4,True,False,False,True,True,4.54,2025-02-23,80-120,4815.37
2672,Barcelona,Sarrià-Sant Gervasi,Alquiler,Ático,,,2.0,1.0,Reformado,1985-01-01,Ático,False,True,False,False,False,4.75,2024-12-26,,
2673,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,344250.0,70.6,2.0,1.0,Buen estado,1984-01-01,8,False,True,False,True,True,5.71,2025-03-27,40-80,4876.06
2674,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,496924.0,98.8,3.0,2.0,Buen estado,2004-01-01,6,True,True,False,True,True,5.35,2025-03-01,80-120,5029.6
2675,Barcelona,Sants-Montjuïc,Venta,Piso,335514.0,79.4,2.0,1.0,Buen estado,1961-01-01,6,False,False,False,False,True,4.39,2024-10-29,40-80,4225.62
2676,Barcelona,Sants-Montjuïc,Venta,Piso,318820.0,65.1,2.0,1.0,Buen estado,1961-01-01,2,True,True,False,False,False,8.25,2024-12-14,40-80,4897.39
2677,Barcelona,Gràcia,Venta,Piso,214180.0,44.2,2.0,1.0,Buen estado,1993-01-01,6,True,True,True,False,False,4.42,2024-11-30,40-80,4845.7
2678,Barcelona,Gràcia,Venta,Piso,234148.0,58.8,2.0,1.0,Buen estado,1992-01-01,8,False,False,False,True,False,6.3,2025-04-04,40-80,3982.11
2679,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,380149.0,88.7,3.0,2.0,Buen estado,1975-01-01,1,False,False,False,False,False,4.41,2024-10-09,80-120,4285.78
2680,Barcelona,Gràcia,Venta,Piso,302798.0,68.6,2.0,1.0,Obra nueva,2020-01-01,2,True,True,True,True,True,,2024-11-07,40-80,4413.97
2681,Barcelona,Ciutat Vella,Venta,Piso,318157.0,73.2,2.0,1.0,Obra nueva,2022-01-01,7,True,False,False,True,False,7.06,2025-02-16,40-80,4346.41
2682,Barcelona,Eixample,Venta,Piso,477493.0,104.2,3.0,2.0,Obra nueva,2020-01-01,1,True,True,False,True,False,3.9,2025-01-07,80-120,4582.47
2683,Barcelona,Gràcia,Venta,Piso,,114.5,3.0,2.0,Reformado,1967-01-01,Bajo,True,False,False,True,True,6.75,2025-03-16,80-120,
2684,Barcelona,Eixample,Alquiler,Piso,433675.0,85.6,3.0,2.0,Buen estado,2009-01-01,8,False,False,False,False,True,3.05,2025-04-03,80-120,5066.3
2685,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,530040.0,113.8,3.0,2.0,Obra nueva,2020-01-01,Bajo,True,True,True,True,True,2.64,2025-01-04,80-120,4657.64
2686,Barcelona,Ciutat Vella,Alquiler,Piso,325136.0,67.1,2.0,1.0,Obra nueva,2021-01-01,3,True,True,False,True,True,3.49,2024-11-20,40-80,4845.54
2687,Barcelona,Gràcia,Venta,Piso,407325.0,91.1,3.0,2.0,Buen estado,1998-01-01,1,True,False,True,False,False,5.9,,80-120,4471.19
2688,Barcelona,Ciutat Vella,Venta,Piso,312343.0,63.0,2.0,1.0,Buen estado,2005-01-01,5,True,False,False,False,True,4.12,2024-11-28,40-80,4957.83
2689,Barcelona,Eixample,Venta,Piso,442591.0,100.8,3.0,2.0,Buen estado,1999-01-01,Bajo,True,True,False,False,False,4.81,2025-03-28,80-120,4390.78
2690,Barcelona,Sants-Montjuïc,Venta,Piso,431496.0,86.9,3.0,2.0,Obra nueva,2020-01-01,7,True,False,False,True,True,3.15,2024-10-30,80-120,4965.43
2691,Barcelona,Gràcia,Alquiler,Piso,440184.0,85.6,3.0,2.0,Buen estado,1980-01-01,1,True,True,False,False,False,3.85,2025-03-09,80-120,5142.34
2692,Barcelona,Gràcia,Venta,Piso,366232.0,76.1,2.0,1.0,Buen estado,1977-01-01,5,True,True,False,False,False,4.59,2024-11-08,40-80,4812.51
2693,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,352783.0,83.5,3.0,2.0,Buen estado,1995-01-01,3,True,False,False,True,False,5.18,2024-12-27,80-120,4224.95
2694,Barcelona,Sarrià-Sant Gervasi,Alquiler,Piso,752116.0,133.0,4.0,2.0,Reformado,1976-01-01,Bajo,False,False,False,False,False,4.19,2024-12-24,120-160,5655.01
2695,Barcelona,Gràcia,Venta,Piso,254013.0,74.8,2.0,1.0,A reformar,1972-01-01,4,False,False,False,False,False,8.47,2025-01-04,40-80,3395.9
2696,Barcelona,Ciutat Vella,Alquiler,Piso,262099.0,67.6,2.0,1.0,Buen estado,2000-01-01,7,False,True,False,False,False,4.9,,40-80,3877.2
2697,Barcelona,Sants-Montjuïc,Venta,Piso,329528.0,77.9,2.0,1.0,Buen estado,1995-01-01,2,False,False,False,False,False,3.96,2024-11-01,40-80,4230.14
2698,Barcelona,Gràcia,Alquiler,Piso,413703.0,81.3,3.0,2.0,Reformado,1985-01-01,5,True,False,False,True,True,7.62,2024-11-07,80-120,5088.6
2699,Barcelona,Eixample,Alquiler,Piso,262432.0,60.4,2.0,1.0,Buen estado,1985-01-01,1,False,False,False,False,True,4.89,2024-11-24,40-80,4344.9
2700,Barcelona,Sarrià-Sant Gervasi,Venta,Piso,486551.0,97.9,3.0,2.0,Buen estado,2000-01-01,4,False,True,True,False,False,5.26,,80-120,4969.88
2701,Valencia,Campanar,Alquiler,Piso,215823.0,86.3,3.0,2.0,Buen estado,1965-01-01,8,False,False,True,False,True,4.68,2025-03-05,80-120,2500.85
2702,Valencia,Campanar,Venta,Piso,240467.0,89.7,3.0,2.0,Buen estado,1991-01-01,6,True,False,False,False,False,3.24,2024-10-19,80-120,2680.79
2703,Valencia,Ensanche,Alquiler,Piso,181288.0,53.1,2.0,1.0,Buen estado,1965-01-01,4,False,True,False,False,False,5.68,2024-10-22,40-80,3414.09
2704,Valencia,El Carmen,Venta,Piso,197367.0,71.6,2.0,1.0,Buen estado,1997-01-01,1,False,False,False,False,False,5.14,2025-02-08,40-80,2756.52
2705,Valencia,Ruzafa,Venta,Sin_clasificar,,,1.0,1.0,Buen estado,1997-01-01,4,True,True,False,False,True,5.3,2024-11-18,,
2706,Valencia,Campanar,Alquiler,Piso,163412.0,59.7,2.0,1.0,Buen estado,1994-01-01,5,True,False,False,False,True,4.29,2024-11-21,40-80,2737.22
2707,Valencia,El Carmen,Venta,Ático,352510.0,130.54,4.0,2.0,Reformado,1962-01-01,Ático,True,False,False,True,False,5.33,2024-10-13,120-160,2700.4
